"Randomly generated prices between 30 and 200 - n = 10000	",
5828,153.176
5829,137.619
5830,123.986
5831,33.8413
5832,177.741
5833,122.956
5834,100.901
5835,86.5233
5836,187.95
5837,101.592
5838,175.5
5839,74.3062
5840,98.8282
5841,103.655
5842,169.32
5843,198.035
5844,129.966
5845,59.4399
5846,40.5612
5847,144.421
5848,133.397
5849,106.208
5850,170.069
5851,181.914
5852,82.4477
5853,184.512
5854,135.539
5855,57.7951
5856,99.407
5857,181.006
5858,109.891
5859,49.8764
5860,197.34
5861,123.847
5862,48.2477
5863,80.8898
5864,131.384
5865,179.766
5866,191.614
5867,31.6969
5868,44.8307
5869,115.534
5870,148.083
5871,180.832
5872,39.5379
5873,87.929
5874,130.126
5875,109.393
5876,90.2879
5877,169.286
5878,183.481
5879,183.81
5880,52.6198
5881,58.4233
5882,169.599
5883,167.564
5884,60.7847
5885,54.8265
5886,77.245
5887,54.3374
5888,65.7716
5889,129.343
5890,165.543
5891,138.692
5892,30.8891
5893,56.1787
5894,156.162
5895,140.17
5896,157.297
5897,118.455
5898,98.7623
5899,124.736
5900,194.544
5901,37.0566
5902,82.4444
5903,155.632
5904,136.025
5905,125.526
5906,121.308
5907,181.781
5908,37.6948
5909,44.2176
5910,190.575
5911,83.0153
5912,146.797
5913,131.044
5914,78.0791
5915,135.411
5916,53.18
5917,67.0788
5918,127.425
5919,39.0853
5920,33.3157
5921,97.1651
5922,116.473
5923,103.804
5924,164.748
5925,58.6856
5926,106.554
5927,91.9543
5928,153.126
5929,106.946
5930,113.83
5931,129.308
5932,47.1141
5933,132.704
5934,86.4236
5935,156.243
5936,177.682
5937,190.76
5938,171.126
5939,84.7897
5940,55.2836
5941,48.9154
5942,46.337
5943,158.044
5944,98.6494
5945,197.525
5946,137.498
5947,90.2766
5948,146.259
5949,45.851
5950,154.243
5951,55.3943
5952,107.79
5953,79.3534
5954,112.404
5955,43.3382
5956,74.499
5957,83.0536
5958,105.997
5959,56.2038
5960,123.094
5961,161.769
5962,164.618
5963,152.065
5964,40.8875
5965,139.814
5966,34.9145
5967,158.152
5968,157.787
5969,186.488
5970,69.0217
5971,181.708
5972,47.1888
5973,90.8452
5974,191.007
5975,192.667
5976,129.759
5977,87.8585
5978,178.711
5979,161.999
5980,136.409
5981,105.94
5982,168.706
5983,135.245
5984,54.8198
5985,165.422
5986,100.762
5987,126.225
5988,181.699
5989,136.968
5990,72.4658
5991,97.5388
5992,61.7573
5993,65.8049
5994,140.931
5995,73.9358
5996,124.451
5997,153.537
5998,43.6584
5999,63.8369
6000,47.9464
6001,185.965
6002,36.6428
6003,130.255
6004,79.7815
6005,126.137
6006,38.8948
6007,61.3352
6008,138.678
6009,107.019
6010,186.532
6011,45.0052
6012,103.316
6013,98.9886
6014,74.3482
6015,69.2309
6016,68.906
6017,187.238
6018,118.296
6019,135.855
6020,68.5807
6021,174.088
6022,126.544
6023,116.528
6024,182.974
6025,60.3896
6026,128.531
6027,39.1097
6028,79.797
6029,185.095
6030,116.402
6031,116.125
6032,150.978
6033,191.846
6034,188.756
6035,167.309
6036,128.096
6037,52.056
6038,117.319
6039,69.5658
6040,133.792
6041,94.728
6042,188.815
6043,142.106
6044,161.029
6045,37.7029
6046,112.463
6047,33.1549
6048,36.6546
6049,190.776
6050,174.469
6051,109.271
6052,198.208
6053,189.477
6054,78.566
6055,155.27
6056,71.8184
6057,51.1389
6058,91.3847
6059,57.6943
6060,143.713
6061,102.738
6062,134.852
6063,84.4888
6064,136.204
6065,102.493
6066,54.9397
6067,163.458
6068,36.6669
6069,81.3604
6070,135.435
6071,94.469
6072,189.011
6073,86.5794
6074,34.4563
6075,118.639
6076,90.3811
6077,40.0112
6078,181.661
6079,119.655
6080,147.192
6081,64.4169
6082,182.572
6083,35.9815
6084,53.2603
6085,98.7628
6086,133.399
6087,154.617
6088,196.205
6089,110.39
6090,107.212
6091,135.141
6092,137.129
6093,129.098
6094,66.9296
6095,46.0816
6096,168.611
6097,104.673
6098,130.783
6099,73.5499
6100,177.587
6101,159.567
6102,129.456
6103,187.475
6104,31.8154
6105,65.3429
6106,161.869
6107,185.393
6108,94.261
6109,32.1939
6110,103.272
6111,194.378
6112,153.186
6113,154.8
6114,159.504
6115,102.305
6116,118.82
6117,128.195
6118,199.894
6119,166.909
6120,153.983
6121,39.1607
6122,51.5067
6123,141.472
6124,157.056
6125,104.271
6126,102.54
6127,139.982
6128,133.525
6129,99.5308
6130,159.376
6131,108.261
6132,50.7087
6133,64.8073
6134,129.005
6135,118.381
6136,68.2078
6137,175.089
6138,105.809
6139,180.141
6140,92.9237
6141,86.4108
6142,139.296
6143,56.2767
6144,79.3375
6145,116.143
6146,198.505
6147,142.598
6148,85.7452
6149,52.241
6150,186.23
6151,131.733
6152,159.49
6153,189.914
6154,56.2176
6155,68
6156,179.167
6157,155.87
6158,188.896
6159,34.8734
6160,176.647
6161,50.1262
6162,51.2677
6163,38.7555
6164,42.4565
6165,43.4366
6166,113.44
6167,144.054
6168,84.498
6169,167.772
6170,35.1324
6171,125.05
6172,54.2413
6173,192.524
6174,166.279
6175,35.4923
6176,135.217
6177,77.9705
6178,148.509
6179,138.601
6180,126.971
6181,177.945
6182,59.8127
6183,48.5579
6184,146.716
6185,87.0159
6186,194.302
6187,190.396
6188,175.859
6189,34.4626
6190,116.033
6191,73.6181
6192,133.514
6193,49.9218
6194,41.9417
6195,142.961
6196,176.987
6197,73.2196
6198,119.995
6199,68.2048
6200,103.909
6201,30.1251
6202,104.981
6203,141.473
6204,123.999
6205,69.8648
6206,177.791
6207,58.703
6208,195.719
6209,175.757
6210,59.0712
6211,159.808
6212,40.6512
6213,42.0422
6214,54.0009
6215,129.508
6216,144.079
6217,145.976
6218,96.6527
6219,151.031
6220,53.2127
6221,125.838
6222,115.18
6223,46.1539
6224,61.6871
6225,113.574
6226,51.841
6227,36.8571
6228,129.957
6229,197.173
6230,197.54
6231,65.9498
6232,66.1965
6233,81.7033
6234,127.539
6235,35.003
6236,66.5076
6237,51.39
6238,48.6006
6239,158.931
6240,54.1064
6241,53.0717
6242,197.411
6243,196.319
6244,99.0468
6245,63.2368
6246,69.7908
6247,186.857
6248,177.122
6249,123.099
6250,83.2974
6251,194.177
6252,74.4858
6253,191.739
6254,44.9855
6255,111.868
6256,169.253
6257,196.155
6258,132.184
6259,92.2202
6260,61.0823
6261,65.2998
6262,137.615
6263,137.46
6264,74.8674
6265,182.151
6266,34.3249
6267,168.486
6268,31.6303
6269,129.584
6270,198.379
6271,194.542
6272,55.9233
6273,61.9728
6274,68.1583
6275,126.284
6276,55.6333
6277,117.699
6278,44.4264
6279,63.0186
6280,94.5277
6281,172.948
6282,150.602
6283,65.1175
6284,126.554
6285,110.994
6286,164.538
6287,74.4204
6288,131.149
6289,104.775
6290,166.018
6291,44.4138
6292,78.6644
6293,172.836
6294,93.0798
6295,63.5976
6296,122.576
6297,68.917
6298,42.1117
6299,60.5275
6300,90.3185
6301,127.361
6302,52.8783
6303,131.254
6304,129.493
6305,179.921
6306,157.045
6307,131.519
6308,167.329
6309,79.6004
6310,108.904
6311,67.2267
6312,81.2516
6313,197.339
6314,41.4129
6315,117.127
6316,137.736
6317,185.576
6318,174.451
6319,94.7244
6320,48.5494
6321,35.9214
6322,174.25
6323,52.9416
6324,147.8
6325,135.306
6326,52.0446
6327,134.453
6328,113.632
6329,128.695
6330,147.476
6331,69.2202
6332,182.311
6333,52.0972
6334,57.6223
6335,36.8333
6336,146.168
6337,141.553
6338,149.017
6339,180.825
6340,102.361
6341,122.785
6342,57.8574
6343,185.437
6344,84.8217
6345,100.781
6346,176.59
6347,178.439
6348,152.92
6349,144.661
6350,197.507
6351,142.126
6352,172.7
6353,137.321
6354,81.13
6355,178.747
6356,156.51
6357,57.0548
6358,113.954
6359,170.33
6360,157.997
6361,137.485
6362,95.3518
6363,188.588
6364,128.316
6365,58.5432
6366,70.0948
6367,41.7487
6368,57.1925
6369,68.5781
6370,192.632
6371,42.1159
6372,143.05
6373,191.024
6374,49.8573
6375,63.533
6376,131.218
6377,143.744
6378,72.3889
6379,99.1704
6380,78.9771
6381,167.302
6382,79.1574
6383,131.119
6384,32.0022
6385,135.206
6386,167.286
6387,159.65
6388,198.73
6389,115.999
6390,91.5516
6391,175.163
6392,165.671
6393,73.2342
6394,62.0776
6395,77.5074
6396,78.5703
6397,68.5396
6398,191.214
6399,155.868
6400,193.207
6401,43.8591
6402,41.6177
6403,128.366
6404,180.543
6405,85.3337
6406,32.4276
6407,155.741
6408,80.8089
6409,145.67
6410,132.786
6411,114.105
6412,99.2492
6413,43.5388
6414,49.0868
6415,160.168
6416,83.5941
6417,45.8713
6418,50.2631
6419,83.5174
6420,106.409
6421,146.928
6422,155.511
6423,77.6417
6424,54.4409
6425,33.8009
6426,68.109
6427,163.843
6428,154.315
6429,129.817
6430,148.535
6431,183.274
6432,127.23
6433,120.149
6434,39.9255
6435,160.788
6436,32.4999
6437,182.803
6438,127.778
6439,123.664
6440,134.433
6441,169.732
6442,38.2264
6443,100.803
6444,199.843
6445,113.704
6446,87.5804
6447,141.616
6448,67.6865
6449,198.633
6450,38.3186
6451,90.1942
6452,75.6716
6453,124.224
6454,172.092
6455,57.449
6456,182.654
6457,130.415
6458,30.2826
6459,74.6603
6460,131.046
6461,148.462
6462,69.6609
6463,114.588
6464,103.579
6465,161.317
6466,49.4696
6467,126.638
6468,194.549
6469,112.629
6470,181.013
6471,49.2077
6472,33.2674
6473,110.442
6474,90.0943
6475,125.35
6476,174.031
6477,143.458
6478,76.0724
6479,177.219
6480,105.135
6481,182.488
6482,191.568
6483,119.818
6484,62.2306
6485,127.086
6486,91.8834
6487,153.271
6488,198.239
6489,33.5929
6490,103.391
6491,78.4768
6492,34.1607
6493,120.627
6494,101.444
6495,60.987
6496,102.392
6497,104.613
6498,131.251
6499,39.3853
6500,64.3596
6501,122.064
6502,109.458
6503,137.132
6504,133.74
6505,116.344
6506,140.252
6507,142.233
6508,35.037
6509,47.5072
6510,198.139
6511,45.4296
6512,124.016
6513,55.2947
6514,139.546
6515,133.606
6516,159.496
6517,185.583
6518,174.556
6519,102.376
6520,35.4146
6521,152.609
6522,152.28
6523,92.8451
6524,67.3534
6525,198.227
6526,113.98
6527,109.33
6528,123.282
6529,153.66
6530,169.576
6531,131.889
6532,161.279
6533,111.23
6534,129.582
6535,138.3
6536,193.612
6537,158.193
6538,81.6898
6539,105.762
6540,167.842
6541,137.035
6542,139.674
6543,78.9311
6544,193.478
6545,196.829
6546,74.4709
6547,79.9983
6548,150.008
6549,81.0241
6550,81.7887
6551,40.6282
6552,165.125
6553,117.619
6554,128.2
6555,183.526
6556,87.8662
6557,45.0859
6558,178.751
6559,154.47
6560,83.4948
6561,33.4742
6562,61.6049
6563,36.9394
6564,56.6454
6565,149.498
6566,167.539
6567,63.4012
6568,143.584
6569,176.705
6570,156.639
6571,81.1055
6572,192.614
6573,115.441
6574,110.942
6575,59.8537
6576,196.423
6577,176.092
6578,153.415
6579,33.5199
6580,72.7943
6581,64.2614
6582,154.48
6583,81.7083
6584,198.24
6585,154.305
6586,129.583
6587,183.589
6588,34.1494
6589,126.88
6590,44.0984
6591,122.897
6592,97.1792
6593,129.449
6594,54.1201
6595,38.1705
6596,35.9725
6597,62.1325
6598,163.36
6599,40.5575
6600,173.047
6601,39.3913
6602,102.158
6603,96.3423
6604,150.704
6605,197.646
6606,157.277
6607,90.6382
6608,47.1213
6609,88.2141
6610,198.521
6611,108.968
6612,133.664
6613,112.646
6614,65.2735
6615,120.667
6616,33.583
6617,174.835
6618,59.7236
6619,114.797
6620,146.346
6621,41.3907
6622,63.294
6623,163.86
6624,184.677
6625,152.209
6626,57.5821
6627,149.059
6628,137.934
6629,169.715
6630,193.444
6631,57.4278
6632,85.9173
6633,93.3973
6634,124.077
6635,36.1893
6636,163.636
6637,76.5151
6638,169.696
6639,152.237
6640,174.913
6641,144.48
6642,79.1293
6643,151.977
6644,170.899
6645,100.063
6646,42.0232
6647,113.124
6648,181.083
6649,75.9816
6650,155.729
6651,47.763
6652,175.908
6653,83.1128
6654,145.649
6655,140.833
6656,169.492
6657,151.429
6658,126.862
6659,167.039
6660,185.65
6661,79.4249
6662,146.446
6663,37.2906
6664,196.962
6665,164.015
6666,83.3922
6667,61.0438
6668,177.61
6669,82.2455
6670,77.1079
6671,122.145
6672,32.5105
6673,158.566
6674,139.035
6675,158.634
6676,30.4067
6677,185.642
6678,79.793
6679,161.443
6680,115.047
6681,68.6001
6682,98.2699
6683,98.6913
6684,86.1428
6685,32.8556
6686,192.261
6687,92.7648
6688,157.793
6689,94.4836
6690,114.078
6691,121.176
6692,101.515
6693,60.3878
6694,74.9249
6695,133.584
6696,158.666
6697,89.3432
6698,69.2595
6699,152.397
6700,163.862
6701,84.2337
6702,195.07
6703,116.273
6704,38.9706
6705,159.546
6706,127.612
6707,80.2796
6708,69.8357
6709,125.225
6710,185.368
6711,58.1915
6712,70.0486
6713,178.78
6714,71.0072
6715,162.392
6716,110.093
6717,36.1018
6718,110.709
6719,148.426
6720,60.3783
6721,65.0903
6722,56.7213
6723,192.586
6724,139.7
6725,52.5889
6726,81.1262
6727,37.2994
6728,36.3591
6729,181.703
6730,196.898
6731,125.792
6732,167.965
6733,195.026
6734,66.5771
6735,42.3063
6736,95.0229
6737,116.459
6738,161.039
6739,42.9248
6740,92.6187
6741,89.0547
6742,58.5755
6743,41.9895
6744,32.0742
6745,105.952
6746,58.7953
6747,95.2013
6748,53.0257
6749,98.4168
6750,46.2545
6751,40.8254
6752,151.414
6753,132.75
6754,34.0925
6755,127.134
6756,169.363
6757,135.833
6758,128.552
6759,143.006
6760,66.6164
6761,172.819
6762,146.982
6763,147.878
6764,73.1599
6765,122.421
6766,155.43
6767,187.302
6768,56.732
6769,47.6806
6770,104.692
6771,155.104
6772,168.642
6773,186.366
6774,162.888
6775,134.053
6776,76.2113
6777,63.3743
6778,128.966
6779,32.6479
6780,147.548
6781,184.945
6782,136.74
6783,165.888
6784,187.482
6785,82.4387
6786,90.7589
6787,153.527
6788,146.345
6789,148.458
6790,101.265
6791,116.575
6792,151.497
6793,48.3519
6794,49.9378
6795,93.8839
6796,102.514
6797,44.6331
6798,175.135
6799,186.433
6800,76.3731
6801,180.034
6802,186.97
6803,147.983
6804,58.7825
6805,67.422
6806,107.735
6807,150.826
6808,111.282
6809,123.341
6810,105.125
6811,73.9911
6812,50.6448
6813,135.92
6814,156.193
6815,99.0451
6816,57.3476
6817,95.9064
6818,80.0695
6819,179.477
6820,131.701
6821,154.624
6822,109.463
6823,115.858
6824,109.189
6825,44.0302
6826,164.569
6827,85.5366
6828,56.2809
6829,189.379
6830,112.338
6831,113.22
6832,159.351
6833,155.146
6834,53.4586
6835,179.289
6836,184.048
6837,84.0915
6838,118.982
6839,62.8401
6840,173.73
6841,169.708
6842,114.692
6843,108.753
6844,98.1096
6845,148.949
6846,48.4299
6847,173.214
6848,155.769
6849,195.53
6850,83.7706
6851,127.785
6852,124.995
6853,41.0695
6854,69.1026
6855,40.2772
6856,121.493
6857,131.971
6858,186.232
6859,92.8843
6860,71.3822
6861,115.889
6862,158.253
6863,162.441
6864,92.2596
6865,93.8587
6866,192.013
6867,77.3857
6868,197.367
6869,149.871
6870,159.387
6871,80.8776
6872,53.7457
6873,73.1967
6874,105.035
6875,85.6072
6876,124.911
6877,91.2471
6878,86.9826
6879,184.016
6880,125.652
6881,100.559
6882,172.031
6883,48.263
6884,154.054
6885,93.2862
6886,176.561
6887,143.33
6888,166.816
6889,59.0493
6890,155.126
6891,143.145
6892,186.553
6893,195.474
6894,103.202
6895,79.814
6896,190.17
6897,43.3435
6898,40.6308
6899,42.6247
6900,51.2123
6901,76.5379
6902,191.124
6903,36.2421
6904,135.735
6905,91.3396
6906,165.251
6907,144.05
6908,144.04
6909,126.664
6910,47.8486
6911,170.16
6912,140.248
6913,65.9789
6914,183.212
6915,49.5351
6916,174.771
6917,101.511
6918,32.787
6919,47.6417
6920,108.538
6921,61.9544
6922,160.131
6923,140.019
6924,189.596
6925,153.727
6926,154.819
6927,78.9787
6928,196.609
6929,153.683
6930,109.963
6931,52.0009
6932,64.344
6933,82.2006
6934,82.5263
6935,69.5571
6936,129.236
6937,139.953
6938,133.686
6939,188.644
6940,93.0284
6941,109.891
6942,82.6334
6943,105.317
6944,98.311
6945,49.1413
6946,163.166
6947,78.9248
6948,51.7754
6949,161.972
6950,101.521
6951,166.798
6952,86.8125
6953,63.9316
6954,134.769
6955,169.823
6956,107.422
6957,129.418
6958,49.7271
6959,53.3026
6960,97.9101
6961,177.611
6962,197.134
6963,141.596
6964,133.478
6965,66.4752
6966,71.9109
6967,156.913
6968,42.1406
6969,33.3272
6970,159.671
6971,152.669
6972,109.514
6973,36.0431
6974,37.0992
6975,80.5886
6976,68.0563
6977,82.8237
6978,104.289
6979,128.034
6980,84.8955
6981,94.6874
6982,153.801
6983,187.265
6984,96.3883
6985,192.504
6986,158.156
6987,116.957
6988,146.106
6989,184.733
6990,117.382
6991,52.072
6992,170.826
6993,112.514
6994,70.2216
6995,153.38
6996,138.664
6997,145.493
6998,50.108
6999,194.112
7000,30.5257
7001,176.382
7002,53.8905
7003,128.33
7004,121.206
7005,100.923
7006,162.998
7007,83.5716
7008,96.8855
7009,101.911
7010,199.647
7011,107.046
7012,197.369
7013,191.636
7014,125.511
7015,121.196
7016,119.907
7017,167.465
7018,190.337
7019,170.759
7020,70.5479
7021,78.0739
7022,168.147
7023,103.204
7024,160.124
7025,116.637
7026,95.5457
7027,32.3823
7028,145.074
7029,142.528
7030,128.328
7031,186.109
7032,34.2397
7033,101.748
7034,188.921
7035,156.004
7036,93.0512
7037,49.6471
7038,158.499
7039,199.58
7040,188.815
7041,142.616
7042,114.491
7043,53.5439
7044,71.9296
7045,31.7373
7046,73.2016
7047,138.372
7048,30.1544
7049,158.861
7050,69.0684
7051,152.253
7052,131.378
7053,81.2247
7054,80.9
7055,122.729
7056,186.386
7057,97.5044
7058,63.8824
7059,185.847
7060,46.3484
7061,134.961
7062,167.374
7063,31.6053
7064,154.502
7065,171.302
7066,36.7842
7067,47.72
7068,133.464
7069,132.949
7070,158.638
7071,116.681
7072,162.849
7073,135.562
7074,106.668
7075,142.017
7076,142.595
7077,42.7903
7078,46.6172
7079,102.195
7080,69.847
7081,185.962
7082,123.945
7083,128.843
7084,172.552
7085,86.9989
7086,170.069
7087,67.2573
7088,40.613
7089,69.9729
7090,53.7623
7091,194.968
7092,124.366
7093,158.104
7094,144.117
7095,97.934
7096,196.002
7097,98.8839
7098,54.4691
7099,124.717
7100,74.7214
7101,130.085
7102,64.6837
7103,108.552
7104,54.7802
7105,40.0799
7106,30.1727
7107,115.766
7108,197.209
7109,197.033
7110,115.538
7111,53.1809
7112,152.559
7113,123.762
7114,145.996
7115,127.466
7116,39.4508
7117,56.2547
7118,122.609
7119,106.899
7120,183.214
7121,151.896
7122,182.061
7123,37.5285
7124,49.0116
7125,134.205
7126,35.977
7127,72.8549
7128,130.629
7129,166.477
7130,182.076
7131,102.057
7132,152.416
7133,34.4723
7134,111.933
7135,117.875
7136,88.7151
7137,55.5233
7138,54.9605
7139,43.8037
7140,100.954
7141,45.0562
7142,124.964
7143,87.8232
7144,66.738
7145,178.204
7146,86.4499
7147,152.236
7148,36.1361
7149,195.643
7150,195.603
7151,177.054
7152,177.209
7153,41.9227
7154,130.565
7155,50.1194
7156,76.9943
7157,165.493
7158,39.9214
7159,129.163
7160,103.203
7161,45.9238
7162,45.3749
7163,171.559
7164,169.873
7165,144.677
7166,138.108
7167,115.471
7168,66.3977
7169,74.1313
7170,52.5684
7171,53.0715
7172,30.4719
7173,73.8152
7174,85.5707
7175,181.537
7176,186.262
7177,173.804
7178,196.259
7179,189.385
7180,120.967
7181,155.574
7182,108.912
7183,121.479
7184,35.3912
7185,166.739
7186,133.713
7187,118.325
7188,122.79
7189,137.963
7190,189.945
7191,138.087
7192,194.922
7193,187.284
7194,74.7016
7195,141.083
7196,189.323
7197,38.2282
7198,144.433
7199,111.365
7200,171.234
7201,106.711
7202,110.768
7203,159.289
7204,114.429
7205,77.3896
7206,98.3328
7207,173.844
7208,90.4365
7209,48.0572
7210,114.492
7211,166.143
7212,111.099
7213,125.139
7214,52.4331
7215,127.317
7216,177.797
7217,123.61
7218,116.904
7219,175.709
7220,149.468
7221,108.466
7222,139.244
7223,77.3779
7224,160.793
7225,171.777
7226,153.753
7227,153.077
7228,82.0158
7229,152.803
7230,51.0622
7231,163.834
7232,141.301
7233,107.663
7234,92.1513
7235,70.9917
7236,127.641
7237,120.227
7238,157.496
7239,131.101
7240,158.169
7241,81.6839
7242,146.142
7243,31.1822
7244,60.3923
7245,107.804
7246,186.817
7247,84.1548
7248,97.2188
7249,165.078
7250,43.1186
7251,93.9241
7252,150.703
7253,142.39
7254,108.391
7255,77.348
7256,161.023
7257,91.443
7258,106.493
7259,147.632
7260,69.5183
7261,99.5709
7262,135.6
7263,154.498
7264,166.23
7265,51.5323
7266,189.247
7267,111.031
7268,72.1152
7269,116.691
7270,134.469
7271,48.5865
7272,35.879
7273,139.178
7274,75.6001
7275,80.5437
7276,33.6625
7277,122.75
7278,169.382
7279,143.899
7280,82.049
7281,197.752
7282,166.813
7283,113.758
7284,164.723
7285,161.062
7286,100.245
7287,94.8892
7288,161.787
7289,173.357
7290,172.99
7291,191.81
7292,46.2866
7293,197.827
7294,54.809
7295,144.374
7296,181.001
7297,187.754
7298,192.156
7299,47.455
7300,61.1803
7301,158.623
7302,88.7711
7303,168.022
7304,63.1107
7305,128.409
7306,43.7606
7307,181.267
7308,190.206
7309,96.1017
7310,161.828
7311,92.757
7312,46.0367
7313,91.4507
7314,103.573
7315,156.257
7316,177.269
7317,35.7711
7318,158.635
7319,173.732
7320,180.403
7321,132.404
7322,188.63
7323,67.5958
7324,114.95
7325,78.7236
7326,32.5956
7327,84.5295
7328,151.956
7329,50.215
7330,46.9545
7331,127.572
7332,68.8577
7333,134.399
7334,188.979
7335,193.676
7336,160.635
7337,158.553
7338,121.725
7339,133.12
7340,50.1166
7341,91.6358
7342,106.307
7343,77.4772
7344,78.9281
7345,80.4731
7346,126.506
7347,123.048
7348,85.2074
7349,157.3
7350,173.33
7351,107.044
7352,36.2315
7353,82.6062
7354,134.67
7355,199.269
7356,197.402
7357,34.6278
7358,160.334
7359,122.608
7360,52.9327
7361,102.752
7362,162.081
7363,159.941
7364,71.641
7365,98.2692
7366,57.3052
7367,45.7341
7368,182.621
7369,46.2603
7370,81.5638
7371,152.818
7372,61.7424
7373,141.509
7374,83.9086
7375,174.984
7376,64.9115
7377,185.017
7378,99.8859
7379,112.566
7380,183.784
7381,163.275
7382,51.4163
7383,81.0613
7384,82.1696
7385,60.7597
7386,175.904
7387,74.4865
7388,120.03
7389,143.282
7390,120.117
7391,139.359
7392,99.5565
7393,98.1947
7394,68.1885
7395,195.184
7396,176.048
7397,170.972
7398,57.2662
7399,147.206
7400,123.834
7401,100.381
7402,72.6827
7403,144.175
7404,49.0461
7405,103.481
7406,107.644
7407,47.7601
7408,46.1484
7409,155.957
7410,142.48
7411,176.715
7412,76.4161
7413,135.343
7414,199.792
7415,123.999
7416,65.465
7417,173.25
7418,32.1396
7419,93.7213
7420,174.297
7421,90.033
7422,114.637
7423,139.696
7424,89.5485
7425,191.357
7426,152.164
7427,157.248
7428,55.2474
7429,94.9726
7430,86.4784
7431,171.461
7432,95.5236
7433,84.5808
7434,133.634
7435,61.5678
7436,156.171
7437,168.288
7438,38.1669
7439,41.7758
7440,124.334
7441,159.772
7442,176.708
7443,67.6483
7444,85.2152
7445,126.204
7446,91.8951
7447,147.221
7448,58.9981
7449,134.35
7450,75.4825
7451,162.755
7452,156.981
7453,106.411
7454,185.896
7455,66.657
7456,137.769
7457,96.5043
7458,45.2046
7459,100.312
7460,187.378
7461,194.773
7462,104.492
7463,191.145
7464,179.443
7465,39.4704
7466,33.512
7467,60.4778
7468,113.471
7469,78.1811
7470,130.624
7471,77.6957
7472,184.689
7473,177.673
7474,113.991
7475,157.047
7476,104.736
7477,124.195
7478,77.6105
7479,169.233
7480,142.176
7481,156.801
7482,170.067
7483,183.342
7484,61.3416
7485,132.793
7486,146.208
7487,87.5822
7488,92.9722
7489,64.6237
7490,150.735
7491,137.151
7492,170.145
7493,135.96
7494,34.2985
7495,63.809
7496,193.71
7497,92.1158
7498,103.123
7499,66.7292
7500,34.7368
7501,158.094
7502,142.002
7503,48.8367
7504,167.776
7505,57.8467
7506,57.7118
7507,165.432
7508,158.678
7509,103.261
7510,185.592
7511,40.5449
7512,49.1291
7513,145.595
7514,83.095
7515,177.382
7516,67.1326
7517,79.9368
7518,126.889
7519,74.5093
7520,182.424
7521,38.004
7522,120.96
7523,149.524
7524,68.879
7525,86.0896
7526,116.338
7527,70.0825
7528,101.029
7529,114.615
7530,157.391
7531,186.533
7532,182.041
7533,95.8974
7534,35.2021
7535,195.064
7536,71.6488
7537,114.24
7538,152.557
7539,167.572
7540,167.104
7541,58.4262
7542,174.345
7543,131.762
7544,49.4924
7545,188.816
7546,76.5137
7547,115.178
7548,37.6751
7549,164.172
7550,180.324
7551,128.348
7552,127.717
7553,83.046
7554,111.335
7555,38.6476
7556,116.064
7557,143.992
7558,140.143
7559,111.602
7560,179.673
7561,74.2853
7562,66.6118
7563,146.911
7564,55.7948
7565,62.0508
7566,178.451
7567,88.3763
7568,35.6716
7569,89.105
7570,73.1101
7571,44.8303
7572,155.823
7573,75.0756
7574,98.311
7575,170.025
7576,89.0629
7577,177.195
7578,30.0927
7579,155.772
7580,83.4078
7581,79.5186
7582,189.459
7583,79.1621
7584,135.33
7585,36.3423
7586,192.646
7587,170.874
7588,57.568
7589,31.6156
7590,165.005
7591,180.182
7592,121.276
7593,68.1063
7594,176.396
7595,45.8358
7596,139.771
7597,37.5103
7598,95.0856
7599,184.02
7600,162.679
7601,182.764
7602,120.592
7603,119.023
7604,187.726
7605,105.365
7606,63.2794
7607,53.8376
7608,120.631
7609,187.476
7610,53.1972
7611,54.1457
7612,123.138
7613,107.57
7614,180.68
7615,166.431
7616,155.585
7617,87.9674
7618,111.921
7619,163.098
7620,184.519
7621,152.716
7622,81.2116
7623,110.427
7624,177.795
7625,138.33
7626,99.7766
7627,132.382
7628,195.528
7629,106.042
7630,169.981
7631,50.0241
7632,86.6303
7633,85.261
7634,48.7227
7635,152.557
7636,180.736
7637,49.0262
7638,101.061
7639,156.131
7640,129.427
7641,164.935
7642,124.719
7643,49.7935
7644,176.304
7645,66.1134
7646,64.98
7647,131.011
7648,71.7808
7649,177.821
7650,105.271
7651,196.292
7652,138.541
7653,192.094
7654,120.311
7655,41.3359
7656,91.7749
7657,101.159
7658,171.133
7659,136.639
7660,172.26
7661,72.5686
7662,105.379
7663,191.334
7664,155.082
7665,67.1269
7666,125.996
7667,39.9337
7668,171.358
7669,118.174
7670,175.716
7671,177.962
7672,127.242
7673,52.9902
7674,178.963
7675,154.348
7676,31.682
7677,84.6372
7678,102.734
7679,53.4679
7680,43.5388
7681,59.6468
7682,47.1428
7683,40.292
7684,100.562
7685,38.0872
7686,191.289
7687,159.01
7688,45.0685
7689,190.069
7690,45.4149
7691,196.408
7692,67.1631
7693,93.4703
7694,72.4284
7695,169.149
7696,33.1384
7697,118.965
7698,78.429
7699,194.687
7700,45.0182
7701,146.396
7702,100.674
7703,145.218
7704,177.796
7705,134.552
7706,142.788
7707,94.5354
7708,162.689
7709,193.946
7710,47.7162
7711,67.7009
7712,39.9978
7713,100.747
7714,50.0942
7715,174.284
7716,111.681
7717,99.9008
7718,83.375
7719,179.472
7720,160.799
7721,100.867
7722,107.971
7723,61.7246
7724,87.0397
7725,114.223
